id,name,code,parent_id/id,cpms,yqyt,pmjl,gllb
medical_device_category_19-02-04,振动训练设备,19-02-04,__import__.medical_device_category_19-02,通常由训练平台、控制装置、固定架等组成。通过周期机械振动方式，达到肌肉或关节康复的目的。,用于改善运动功能障碍患者的肌肉功能、平衡性和协调性。,振动训练系统、上下肢振动康复训练器,Ⅱ
medical_device_category_19-02-05,1 关节训练设备,19-02-05,__import__.medical_device_category_19-02,通常由主机、固定部件、运动部件、控制装置等组成。通过训练患者关节促进康复。,用于对关节功能障碍患者进行康复训练。,连续性被动运动康复器、上肢关节康复器、下肢关节康复器、下肢康复运动训练器、下肢关节被动训练器、上肢关节被动训练器、上下肢运动康复训练机、腕关节康复器、肘踝关节康复器,Ⅱ
medical_device_category_19-02-05,2 关节训练设备,19-02-05,__import__.medical_device_category_19-02,通常由基座、固定部件、运动部件、控制装置等组成。通过训练患者关节促进康复。无源产品。,用于对关节功能障碍患者进行康复训练。,上肢综合训练器、肘关节运动器、下肢康复运动器、上肢关节康复器、康复训练器、膝关节训练器、前臂康复训练器、腕关节康复训练器、肩关节康复训练器、踝关节训练器、髋关节训练器、肘关节训练器,Ⅰ
medical_device_category_19-02-05,3 关节训练设备,19-02-05,__import__.medical_device_category_19-02,通常由设备主体、触摸显示屏、座椅、可调角度脚踏鞋、四肢力反馈模块组成。患者坐在设备座椅上，四肢分别放在扶手和脚踏上，利用健肢带动患肢进行主动康复，提高患者四肢运动功能。,用于辅助提高偏瘫、骨关节损伤等患者四肢的肌力、关节活动度及协调性。,四肢联动康复器、四肢联动康复训练仪,Ⅱ
medical_device_category_19-02-05,4 关节训练设备,19-02-05,__import__.medical_device_category_19-02,通常由传感器、软件、绑带等组成；或由生物电采集处理部件、电刺激部件或训练部件、软件等组成。通过采集患者生物电信号，处理反馈，对患者肢体施加电刺激或用电动部件带动患者进行康复训练或直接对患者肢体施加电刺激进行康复训练。,用于对脑卒中等导致肢体运动功能障碍患者进行康复训练。,肢体运动康复仪、佩戴式足下垂康复仪、肢体功能康复评定与训练系统,Ⅱ
medical_device_category_19-02-05,5 关节训练设备,19-02-05,__import__.medical_device_category_19-02,主要由轨道、滑块、基本训练器、支撑架及相关配件组成，不含床体。,通过配件中的绳索和悬带等，把患者躯干或肢体悬吊起来，提供减重和支撑，供患者进行悬吊康复训练。在医护人员的指导下，患者进行主动训练。,悬吊康复训练系统、成人用悬吊训练系统、儿童用悬吊训练系统、悬吊康复训练器,Ⅰ
medical_device_category_19-02-06,1 盆底肌肉训练设备,19-02-06,__import__.medical_device_category_19-02,通常由主机、压力探头、空气导管组成。通过测定阴道、肛门周围肌肉的自发力，利用产品提供的生物反馈功能做肌肉强化运动。,用于小便失禁、阴道肌肉松弛、性功能障碍等患者的康复训练。,盆底肌肉康复器,Ⅱ
medical_device_category_19-02-06,2 盆底肌肉训练设备,19-02-06,__import__.medical_device_category_19-02,通常由不同重量的康复器主体和尾部引线组成，或由压力探头、压力表等组成。康复器主体可完全由高分子材料制成，也可由高分子材料和内置配重金属块组成；尾部引线为尼龙线。无源产品。,用于分娩后或阴道肌力下降的女性锻炼阴道肌肉，提高盆底肌肉收缩能力，缓解压力性尿失禁、阴道子宫等器官膨出或脱垂等。,盆底肌肉康复器,Ⅰ
medical_device_category_19-02-07,舌肌康复训练器,19-02-07,__import__.medical_device_category_19-02,通常由吸球、吸嘴等组成。将吸嘴放置于患者舌尖上，利用负压使吸嘴吸住舌头，握住康复器吸球进行康复训练。,用于脑中风、脑疾病和脑损伤引起的伸舌受限或不能，伸舌舌尖偏向患侧，舌肌萎缩、无力所造成的吞咽延迟、饮水呛咳、吞咽困难、食物滞留、发音含糊吐字不清，声音、音调及语速异常等患者的康复训练。,舌肌康复训练器,Ⅱ
medical_device_category_19-03-01,1 医用轮椅车,19-03-01,__import__.medical_device_category_19-03,通常由电机、蓄电池、控制系统、车轮、座椅、扶手、脚踏板等组成。可由乘坐者或护理者操作的、有一个或多个电机驱动，有座椅支撑。分为手动转向和动力转向。,用于行动障碍患者转运、行走功能补偿。,电动轮椅车,Ⅱ
medical_device_category_19-03-01,2 医用轮椅车,19-03-01,__import__.medical_device_category_19-03,通常由车轮、座椅、扶手、脚踏板等组成。以乘坐者手驱动、脚踏驱动或护理者手推为动力。至少有三个车轮。,用于行动障碍患者转运、行走功能补偿。,手动轮椅车,Ⅱ
medical_device_category_19-03-02,辅助行走站立器械,19-03-02,__import__.medical_device_category_19-03,通常由支脚、手柄、支撑托、支撑架或臂套组成；或由手柄、手柄套、助行脚和支架组成；或由支撑平台（平台支撑台或前臂支撑台）、手柄、手柄杆、手柄杆调节、轮子、高度调节、（驻车）制动装置和折叠机构、座椅组成。无源产品。,用于行动障碍患者的辅助行走或站立，进行康复训练。,医用拐、助行器、助行架、框式助行架、轮式助行架、台式助行器、轮式助行器、框式助行器、移位助行器、站立架、截瘫行走支具、站立平衡训练支具、辅助步行训练器,Ⅰ
medical_device_category_19-04-01,矫形器,19-04-01,__import__.medical_device_category_19-04,通常由高分子材料、织物、金属等材料制成。穿戴于头部、躯干或四肢体表，用于矫正或预防畸形。,用于对人体躯干、四肢、头部等部位的矫正、辅助治疗。,耳廓矫形器、上肢矫形器、下肢矫形器、脊柱矫形器,Ⅱ
medical_device_category_19-04-02,固定器,19-04-02,__import__.medical_device_category_19-04,通常由高分子材料、织物、皮革、金属等材料制成。穿戴或放置于肢体体表，通过限制肢体活动，达到保持肢体稳定等目的。无源产品。,用于对人体躯干、四肢、头部等部位的外固定或支撑。,胸部固定器、髋部固定器、腰部固定器、下肢固定器、上肢固定器、躯干固定器、肘部固定器、足部固定器、手臂固定器、膝部固定器、踝部固定器、腕关节固定器、颈部固定器、腹部固定器、手指固定器、骶部固定器、背部固定器、肩部固定器、头部固定器、疝气固定带、医用外耳部固定器,Ⅰ
medical_device_category_20-01-01,脉诊设备,20-01-01,__import__.medical_device_category_20-01,通常由主机、加压装置和压力传感器组成。经压力传感器通过皮表对桡动脉及周边组织的腕部寸、关、尺部位以无创的方式，在施加外力的条件下进行脉图采集的设备。,用于中医脉诊。,脉诊仪,Ⅱ
medical_device_category_20-01-02,望诊设备,20-01-02,__import__.medical_device_category_20-01,通常由主机、图像采集装置和光源组成。通过图像采集装置获取舌面图像或者面部图像，并对采集到的图像进行分析的设备。,用于中医望诊，包括舌诊和面诊。,舌诊仪、面诊仪,Ⅱ
medical_device_category_20-01-03,穴位阻抗检测设备,20-01-03,__import__.medical_device_category_20-01,通常由主机、检测电极、辅助电极、传输线等组成。通过外加电信号对穴位或特定部位进行无创阻抗检测的辅助诊断设备。,用于对穴位进行探测及辅助诊断。,经络检测仪、穴位测试仪,Ⅱ
medical_device_category_20-02-01,穴位电刺激设备,20-02-01,__import__.medical_device_category_20-02,通常由主机、输出电极、连接线等组成。通过对针灸针或电极通以微量电流作用于人体穴位或特定部位进行治疗的设备。,用于经络穴位进行刺激。,经络刺激仪、穴位刺激仪电针仪、电子针疗仪、电针治疗仪、经络导平治疗仪,Ⅱ
medical_device_category_20-02-02,温针治疗设备,20-02-02,__import__.medical_device_category_20-02,通常由主机（含加热装置和控温装置）和针具组成。通过加热装置对针具进行加热并作用于人体穴位或特定部位的设备。,用于温针治疗。,温针仪,Ⅱ
medical_device_category_20-02-03,1 灸疗设备,20-02-03,__import__.medical_device_category_20-02,通常由主机、灸材固定装置和自动控制装置组成。通过实时监测的温度反馈给驱动电动机，自动调节灸材与施灸部位的距离以对施灸温度进行控制。,通过灸材燃烧对人体产生温热作用施灸于人体穴位，用于疾病的预防与治疗。,艾灸仪、灸疗床、灸疗机,Ⅱ
medical_device_category_20-02-03,2 灸疗设备,20-02-03,__import__.medical_device_category_20-02,通常由主机、灸头和灸垫组成。利用电子器件发热原理，对灸垫进行加热，并可对施灸温度进行自动控制，施灸于人体穴位或特定部位的设备。,通过灸头和灸垫对人体产生温热作用施灸于人体穴位，用于疾病的预防与治疗。,电子灸治疗仪、灸疗床、灸疗机,Ⅱ
medical_device_category_20-02-04,拔罐设备,20-02-04,__import__.medical_device_category_20-02,通常由电动负压源、导管、罐体等组成。通过负压源使罐体内产生负压，从而吸附在肌肉上。,用于拔罐治疗。,罐疗仪、电动拔罐器,Ⅱ
medical_device_category_20-02-05,熏蒸治疗设备,20-02-05,__import__.medical_device_category_20-02,通常由控制装置、蒸汽发生器、熏蒸舱（或熏蒸床，或喷头）等组成，可有雾化装置和温度控制装置等。通过对药液加热后所产生的蒸汽，对人体进行中药熏蒸的设备，不含中药。,用于中医药物熏蒸治疗的发生设备。,熏蒸治疗舱、熏蒸治疗仪、熏蒸床、熏蒸治疗椅、中药蒸疗机,Ⅱ
medical_device_category_20-02-06,穴位微波刺激设备,20-02-06,__import__.medical_device_category_20-02,通常由主机和微波辐射器组成，微波辐射器尺寸适合作用于穴位（无创）。利用微波对人体穴位进行刺激以产生类似于针灸效果的设备。,用于微波针灸治疗。,微波针灸治疗仪,Ⅲ
medical_device_category_20-02-07,穴位激光刺激设备,20-02-07,__import__.medical_device_category_20-02,通常由主机和激光辐射探头组成。通过弱激光（小于等于3R）对人体穴位进行刺激的设备。,用于激光穴位照射治疗。,激光穴位治疗仪,Ⅱ
medical_device_category_20-03-01,针灸针,20-03-01,__import__.medical_device_category_20-03,通常由针体、针尖、针柄和/或套管组成。针体的前端为针尖，后端设针柄，针体跟针尖都是光滑的，而针柄多有螺纹。,用于中医针刺治疗,针灸针、一次性使用无菌针灸针,Ⅱ
medical_device_category_20-03-02,1 三棱针,20-03-02,__import__.medical_device_category_20-03,通常由针体、针尖和针柄组成。针柄呈圆柱状，针身至针尖呈三角锥形。无菌提供。,用于中医针刺放血。,一次性使用三棱针,Ⅱ
medical_device_category_20-03-02,2 三棱针,20-03-02,__import__.medical_device_category_20-03,通常由针体、针尖和针柄组成。针柄呈圆柱状，针身至针尖呈三角锥形。非无菌提供。,用于中医针刺放血。,三棱针,Ⅰ
medical_device_category_20-03-03,小针刀,20-03-03,__import__.medical_device_category_20-03,通常由手持柄、针体和针刀组成。针刀宽度一般与针体直径相等，刃口锋利。,用于人体皮下或肌肉深部割治使用。,针刀、刃针,Ⅱ
medical_device_category_20-03-04,1 皮肤针,20-03-04,__import__.medical_device_category_20-03,通常由针盘、针体、针尖和针柄组成。外形似小锤状，一端附有莲蓬状的针盘，在针盘下规则嵌有不锈钢短针。根据针的数目多少不同，分别称为梅花针（五支针）、七星针（七支针）、罗汉针（十支针）。无菌提供。,用于叩刺穴位及其他部位的皮肤。,一次性使用皮肤针、一次性使用梅花针、一次性使用七星针,Ⅱ
medical_device_category_20-03-04,2 皮肤针,20-03-04,__import__.medical_device_category_20-03,通常由针盘、针体、针尖和针柄组成。外形似小锤状，一端附有莲蓬状的针盘，在针盘下规则嵌有不锈钢短针。根据针的数目多少不同，分别称为梅花针（五支针）、七星针（七支针）、罗汉针（十支针）。非无菌提供。,用于叩刺穴位及其他部位的皮肤。,皮肤针、梅花针、七星针,Ⅰ
medical_device_category_20-03-05,1 滚针,20-03-05,__import__.medical_device_category_20-03,通常由支架、滚轮、不锈钢针、手柄等组成。无菌提供。,用于体表特定部位的局部刺激，实施滚针疗法。,一次性使用皮肤滚针,Ⅱ
medical_device_category_20-03-05,2 滚针,20-03-05,__import__.medical_device_category_20-03,通常由支架、滚轮、不锈钢针、手柄等组成。非无菌提供。,用于体表特定部位的局部刺激，实施滚针疗法。,皮肤滚针,Ⅰ
medical_device_category_20-03-06,皮内针,20-03-06,__import__.medical_device_category_20-03,通常是以不锈钢丝制成的小针，有颗粒型和揿钉型两种，颗粒型针柄形似麦粒或呈环形，针身与针柄成一直线；揿钉型针柄呈环形，针身与针柄呈垂直状。,用于皮内针疗法使用。,皮内针、揿针、一次性使用无菌揿针、一次性使用无菌耳针、一次性使用无菌皮内针、一次性使用皮下留置治疗针,Ⅱ
medical_device_category_20-03-07,埋线针,20-03-07,__import__.medical_device_category_20-03,通常由衬心座、针座、针管、衬芯和保护套组成。,用于穴位的穿刺埋线。,一次性使用埋线针,Ⅱ
medical_device_category_20-03-08,灸疗器具,20-03-08,__import__.medical_device_category_20-03,通常由灸材、灸材固定装置、温度调节装置等组成。通过灸材固定装置和/或温度调节装置限定和/或调解灸材与施灸表面的相对距离，从而调节施灸温度，通过灸材燃烧对人体产生温热作用施灸于人体穴位的器具。灸材不含药理作用。,通过灸材燃烧对人体产生温热作用施灸于人体穴位。,灸疗装置,Ⅱ
medical_device_category_20-03-09,穴位磁疗器具,20-03-09,__import__.medical_device_category_20-03,通常由永磁体或磁性物质和医用胶布组成。应用磁场作用于人体穴位的器具。,用于对穴位进行磁疗。,穴位磁疗贴、穴位磁疗器,Ⅱ
medical_device_category_20-03-10,浮针,20-03-10,__import__.medical_device_category_20-03,通常由针芯、针座、软管和保护套组成。,用于浮针疗法。,一次性使用浮针,Ⅱ
medical_device_category_20-03-11,1 穴位压力刺激器具,20-03-11,__import__.medical_device_category_20-03,通常由球状体和医用胶布组成。贴于人体穴位处，通过外力仅起压力刺激作用。非无菌产品。所含成分不发挥红外辐射治疗、磁疗等作用。不应含有发挥药理学、免疫学或者代谢作用的成分。,贴于人体穴位处，进行外力刺激。,穴位压力刺激贴、砭贴,Ⅰ
medical_device_category_20-03-11,2 穴位压力刺激器具,20-03-11,__import__.medical_device_category_20-03,一般由砭石制成，下底部为圆柱体，上部为圆锥体。利用外力，通过上部圆锥体，对人体穴位进行按压。不发挥红外辐射、磁疗等作用。非无菌产品。,用于中医点穴、穴位的按压和按摩。,砭锥,Ⅰ
medical_device_category_20-03-11,3 穴位压力刺激器具,20-03-11,__import__.medical_device_category_20-03,通常由针头、针柄和针身组成。使用时，由操作者通过杵针头对穴位进行刺激。使用时不刺入人体。非无菌产品。,用于中医杵针疗法。,杵针,Ⅰ
medical_device_category_20-03-12,刮痧器具,20-03-12,__import__.medical_device_category_20-03,通常采用砭石、玉制品、牛角等材料加工磨光制成。非无菌产品。,用于刮痧治疗。,刮痧板、刮痧器、刮痧砭板,Ⅰ
medical_device_category_20-03-13,拔罐器具,20-03-13,__import__.medical_device_category_20-03,通常由罐体和释放压力的阀体组成。以化学反应发热、燃烧或手动方式产生负压的罐状器具。,用于拔罐疗法。,火罐、玻璃火罐、竹火罐、真空拔罐器、负压拨罐器、负压罐、拔罐器、可调式吸罐、旋转式拔罐器、负压理疗器、火罐瓶、水罐拔罐器,Ⅰ
medical_device_category_21-01-01,放射治疗计划系统软件,21-01-01,__import__.medical_device_category_21-01,通常由软件安装光盘（或者从网络下载安装程序）组成。通常情况下（非必须），利用一个或多个特定算法，对人体器官吸收剂量分布进行估算。,用于制定患者的放射治疗计划。,放射治疗计划系统软件、伽玛射线立体定向放射治疗计划系统软件、放射性粒籽源植入治疗计划系统软件,Ⅲ
medical_device_category_21-01-02,1 放射治疗辅助软件,21-01-02,__import__.medical_device_category_21-01,通常由软件安装光盘（或者从网络下载安装程序）组成。提供、定义或者显示治疗机设置数据；由人工输入数据或直接从其他设备导入数据；记录整个治疗阶段的数据。,用于在计划的放射治疗开始之前和每个治疗阶段开始之前，比较放射治疗机当前参数和预置参数，并记录实际治疗阶段的数据。,放射治疗记录与验证系统软件,Ⅲ
medical_device_category_21-01-02,2 放射治疗辅助软件,21-01-02,__import__.medical_device_category_21-01,通常由软件安装光盘（或者从网络下载安装程序）组成。放射治疗前利用获得的影像信息，以及分析处理结果，确定目标靶点坐标或者位置。,用于辅助完成放射治疗。,放射治疗轮廓勾画软件、放射治疗模拟定位软件,Ⅲ
medical_device_category_21-01-03,1 手术计划软件,21-01-03,__import__.medical_device_category_21-01,通常由软件安装光盘（或者从网络下载安装程序）组成。利用获得的影像信息，以及对其分析处理结果，制定手术计划或方案。,用于在术前制定手术计划。牙科、耳鼻喉类除外。,立体定向手术计划软件、手术模拟软件、手术计划软件,Ⅲ
medical_device_category_21-01-03,2 手术计划软件,21-01-03,__import__.medical_device_category_21-01,通常由软件安装光盘（或者从网络下载安装程序）组成。利用获得的影像信息，以及对其分析处理结果，制定牙科、耳鼻喉手术计划或方案。,用于在牙科、耳鼻喉术前制定手术计划。,数字化种植设计软件、牙科修复体设计软件,Ⅱ
medical_device_category_21-02-01,医学影像存储与传输系统软件,21-02-01,__import__.medical_device_category_21-02,通常由软件安装光盘（或者从网络下载安装程序）组成。将医疗影像设备输出的影像和/或视频信号进行采集、保存到计算机硬盘中，供医疗部门各科室之间和/或医院之间的影像接收、传输、显示、存储、输出等处理。,用于医学影像接收、传输、显示、存储、输出等处理，供临床诊疗使用。,影像归档与传输系统软件、医学影像管理与通讯系统软件、医学影像存档与通讯系统软件,Ⅱ
medical_device_category_21-02-02,医学影像处理软件,21-02-02,__import__.medical_device_category_21-02,通常由软件安装光盘（或者从网络下载安装程序）组成。利用影像处理方法，对医学影像进行三维重建、配准等处理。,用于对来源于单模式或多模式的医学影像进行处理。,超声影像管理软件、内窥镜图文工作站软件、数字化超声工作站软件、磁共振影像处理软件、核医学工作站软件、CT影像处理软件、X射线血管造影影像处理软件、数字化X射线影像处理软件,Ⅱ
medical_device_category_21-03-01,监护软件,21-03-01,__import__.medical_device_category_21-03,通常由软件安装光盘（或者从网络下载安装程序）组成。通过数据通信的方式从监护设备获取数据，集中实时显示和报警。,用于从监护设备获取数据、集中实时显示、报警。,中央监护工作站软件、中央监护管理软件、中央监护信息中心软件、妊娠高血压综合征监测软件,Ⅱ
medical_device_category_21-03-02,生理信号处理软件,21-03-02,__import__.medical_device_category_21-03,通常由软件安装光盘（或者从网络下载安装程序）组成。对采集到的脑电、心电、肌电等生理信号进行分析处理。,用于对脑电、心电、肌电等生理信号进行分析处理。,动态心电分析软件、心电工作站软件、心电数据管理软件,Ⅱ
medical_device_category_21-04-01,药物计算软件,21-04-01,__import__.medical_device_category_21-04,通通常由软件安装光盘（或者从网络下载安装程序）组成。基于药代和/或药物模型、患者生理参数与体征计算药物注射方案，为临床注射药物提供建议。,用于为临床注射药物提供建议。,胰岛素注射计算软件,Ⅲ
medical_device_category_21-04-02,1 计算机辅助诊断/分析软件,21-04-02,__import__.medical_device_category_21-04,通常由软件安装光盘（或者从网络下载安装程序）组成。利用影像处理和/或数据处理技术，由计算机软件对病变进行自动识别，对病变的性质等给出临床诊断治疗依据和/或建议。,由计算机软件对病变进行自动识别，对病变的性质等给出临床诊断治疗依据和/或建议。,乳腺X射线影像计算机辅助诊断软件、结肠计算机辅助诊断软件、肺部计算机辅助诊断软件、乳腺超声辅助诊断软件、肺结节CT影像辅助检测软件、糖尿病视网膜病变眼底图像辅助诊断软件、冠脉CT造影图像血管狭窄辅助分诊软件,Ⅲ
medical_device_category_21-04-02,2 计算机辅助诊断/分析软件,21-04-02,__import__.medical_device_category_21-04,通常由软件安装光盘（或者从网络下载安装程序）组成。对影像或者数据进行分析，给出临床参考值。,对影像或者数据进行分析，给出临床参考值。,骨密度计算机辅助检测软件,Ⅱ
medical_device_category_21-04-03,中医诊疗软件,21-04-03,__import__.medical_device_category_21-04,通常由软件安装光盘（或者从网络下载安装程序）组成。利用中医证治的相关理论，使用数据统计等方法，实现各种征候的分析诊断和/或提供治疗建议。,用于实现各种征候的分析诊断和/或提供治疗建议。,岐黄脏象辅助诊疗软件、中医诊疗软件,Ⅱ
medical_device_category_21-05-01,医学显微影像分析软件,21-05-01,__import__.medical_device_category_21-05,通常由软件安装光盘（或者从网络下载安装程序）组成。具有对从各种显微设备获取的影像进行获取、传输、合成、观察、分析、处理和报告等功能。,用于对从各种显微设备获取的影像进行辅助诊断、分析、存档等。,医学病理影像采集软件、医学显微影像分析软件、染色体分析软件、尿沉渣分析软件,Ⅱ
medical_device_category_21-05-02,筛查、分析软件,21-05-02,__import__.medical_device_category_21-05,通常由软件安装光盘（或者从网络下载安装程序）组成。通过对临床、生化、免疫等测量数据的分析、计算，从而对疾病进行诊断、评估等。,用于对疾病进行筛查、评估等。,产前筛查分析软件、唐氏综合征产前筛查分析软件、神经管畸形产前筛查分析软件、21三体综合征风险计算软件、18三体综合征风险计算软件、神经管缺陷风险计算软件、血糖数据分析软件,Ⅱ
medical_device_category_21-06-01,康复训练软件,21-06-01,__import__.medical_device_category_21-06,通常由软件安装光盘（或者从网络下载安装程序）组成。由分级检查、训练和辅助治疗模块组成，也可由单个模块组成的软件系统。,用于辅助治疗和康复训练。,弱视儿童视觉功能训练软件、视功能检查训练软件,Ⅱ
medical_device_category_22-01-01,血型分析仪器,22-01-01,__import__.medical_device_category_22-01,通常由工作平台、标本试管架装置、试剂混匀装置、加样系统、孵育器、离心机、判读装置等组成。原理一般为微孔板红细胞凝集法、凝胶卡式检测法等。,与适配试剂配合使用，用于ABO/Rh血型检测、交叉配血检测及不规则抗体检测等。,血型分析仪、全自动血型分析仪、全自动配血及血型分析仪、血型分析用凝胶卡判读仪、血库系统,Ⅲ
medical_device_category_22-01-02,血细胞分析仪器,22-01-02,__import__.medical_device_category_22-01,通常由血细胞检测模块、血红蛋白测定模块、机械模块、电子模块、计算机系统等组成。原理一般为电阻抗法、比色法、流式激光散射技术等。,用于对血液/体液中有形成分进行定量定性分析，并提供相关信息。,血细胞分析仪、全自动血细胞分析仪、全自动五分类血细胞分析仪、全自动三分群血细胞分析仪、干式血球计数仪、全自动模块式血液体液分析仪/系统、半自动血细胞分析仪、血细胞计数器、T淋巴细胞计数仪（非流式）、白细胞计数仪,Ⅱ
medical_device_category_22-01-03,血细胞形态分析仪器,22-01-03,__import__.medical_device_category_22-01,通常由机械模块、光学成像模块、计算机系统等组成。原理一般为光学成像后与细胞图库进行比对后再进行统计，计算血细胞的比例或数量。,用于血细胞和/或体液的分类、数量统计和/或细胞形态学描述。,血细胞形态分析仪、全自动血细胞形态学分析仪、全自动细胞形态学分析仪,Ⅱ
medical_device_category_22-01-04,凝血分析仪器,22-01-04,__import__.medical_device_category_22-01,通常由预温模块、加样模块、计时模块、样品传送及处理模块、检测模块和计算机系统等组成。原理一般为凝固法、产色底物法和免疫比浊法等。,用于对血液进行凝血和抗凝、纤溶和抗纤溶等功能的分析。,凝血分析仪、D-二聚体分析仪、凝血酶原时间检测仪、活化凝血时间分析仪、即时凝血分析仪、全自动凝血因子分析仪、血凝-纤溶多功能分析仪、半自动凝血分析仪、全自动凝血分析仪、ACT监测仪、活化凝血时间与凝血速率监测仪、自动凝血计时器、血栓弹力图仪,Ⅱ
medical_device_category_22-01-05,血小板分析仪器,22-01-05,__import__.medical_device_category_22-01,通常由液路模块、样品处理模块、检测模块、计算机系统等组成。原理一般为比浊法等。,用于分析血液样本中血小板数量、体积、聚集率等相关功能参数。,血小板分析仪、血小板凝集仪、全自动血小板分析仪、全自动血小板聚集仪、血小板功能分析仪、凝血和血小板功能分析仪、半自动血小板聚集仪,Ⅱ
medical_device_category_22-01-06,血流变分析仪器,22-01-06,__import__.medical_device_category_22-01,一般分为毛细管粘度计和旋转式粘度计。毛细管粘度计通常由毛细管、样品池、控温装置、驱动装置、计时器等组成；旋转式粘度计通常由加样模块、样本传感器、转速控制与调节模块、力矩测量模块、恒温模块等组成。原理一般为泊肃叶定律或粘滞定律等。,用于临床对全血、血浆或血细胞流变特性进行分析。,全自动血流变分析仪、半自动血液流变分析仪、血液粘度计、血液流变动态分析仪、红细胞变形仪,Ⅱ
medical_device_category_22-01-07,红细胞沉降仪器,22-01-07,__import__.medical_device_category_22-01,通常由机械模块、光学模块或激光扫描模块、数据处理换算模块等组成。原理一般为光学法或激光扫描微量全血法等。,用于血液样品红细胞沉降速度和/或压积的测量。,红细胞沉降压积仪、动态血沉压积测试仪、全自动血沉分析仪、全自动动态血沉分析仪、全自动红细胞沉降率测定仪,Ⅰ
medical_device_category_22-01-08,流式细胞分析仪器,22-01-08,__import__.medical_device_category_22-01,通常由流动室和液流系统、激光源和光学系统、光电管和检测系统、计算机和分析系统组成。原理一般为通过液流系统使单个粒子通过流动室并分析单个粒子的荧光标记信号，实现对其生物特性的分析。,用于对处在液体中的细胞或其他生物微粒逐个进行多参数的快速定量分析和/或分选。,流式细胞仪、T淋巴细胞计数仪,Ⅱ
medical_device_category_22-02-01,生化分析仪器,22-02-01,__import__.medical_device_category_22-02,通常由样品器、取样装置、反应池或反应管道、保温器、检测器、微处理器等中的一种或几种组成。原理一般为分光光度法、透射比浊法、离子选择性电极法、荧光法、反射光度法、差示电位法等。,与适配试剂配合使用，用于人体样本中待测物的定性和/或定量分析。,全自动生化分析仪、半自动生化分析仪、干式生化分析仪、全自动干式生化分析仪、新生儿总胆红素测定仪、生化分析仪、氧自由基生化分析仪、肌酐分析仪、胆红素分析仪、尿微量白蛋白分析仪、血红蛋白干化学分析仪、血红蛋白分析仪,Ⅱ
medical_device_category_22-02-02,血糖及血糖相关参数分析仪器,22-02-02,__import__.medical_device_category_22-02,通常由主机模块、电源模块、软件模块等组成。原理一般为电化学法、光反射技术、比色法等。不包含采血器具及适配试剂。,与适配试剂配合使用，用于人体样本中待测物的定性和/或定量分析。,血糖分析仪、血糖/尿酸/总胆固醇分析仪、血糖/总胆固醇分析仪、血糖血压测试仪、血糖与血脂监测仪、血糖血酮仪、血酮体测试仪、葡萄糖/乳酸分析仪、尿酸/血糖分析仪、血脂/血糖分析仪、血糖/胆固醇两用检测仪、血糖/胆固醇/甘油三酯/乳酸分析仪、血脂分析仪,Ⅱ
medical_device_category_22-03-01,电解质分析仪器,22-03-01,__import__.medical_device_category_22-03,通常由电极模块、测量模块、管路模块、电路模块和数据输出模块组成。原理一般为离子选择电极法等。,用于分析血液及体液中的电解质含量。,电解质分析仪、半自动电解质分析仪、钾/钠/氯/钙/pH分析仪、钾/钠/氯分析仪、全自动电解质分析仪,Ⅱ
medical_device_category_22-03-02,血气分析仪器,22-03-02,__import__.medical_device_category_22-03,通常由电极模块、测量模块、管路模块、电路模块、数据输出模块等组成。原理一般为离子选择电极法和微电子和生物芯片技术等。,用于测定血液及体液的pH、二氧化碳分压、氧分压等血气参数。,血气分析仪、血氧分析仪、全自动血气分析仪、手持式血液血气分析仪,Ⅱ
medical_device_category_22-03-03,电解质血气分析仪器,22-03-03,__import__.medical_device_category_22-03,通常由电极模块、测量模块、管路系电路模块和数据输出模块组成。原理一般为离子选择电极法等。,用于体外定量测定血液、体液、透析液中电解质含量、血气参数和代谢物含量等。,全自动血气/电解质分析仪、全自动血气/电解质和生化分析仪、血气/血氧/电解质和代谢物测量系统、血气/电解质分析仪,Ⅱ
medical_device_category_22-03-04,电解质血气检测电极,22-03-04,__import__.medical_device_category_22-03,通常由单项或多项电极块组成。,与电解质分析仪、血气分析仪和含电解质模块的生化分析仪配套使用，用于电解质及血气的分析。,二氧化碳电极、钙电极、钾电极、pH电离子选择性电极、锂电极、参比电极、氯电极、钠电极、葡萄糖/乳酸/尿素电极盒、葡萄糖电极、乳酸电极、氧电极、血气、电解质和生化分析仪用电极、电解质检测电极块、红细胞压积电极、葡萄糖/乳酸电极、电极膜,Ⅱ
medical_device_category_22-04-01,酶联免疫分析仪器,22-04-01,__import__.medical_device_category_22-04,通常由传输模块、试剂加注模块、孵育模块、光学模块、清洗模块和数据处理模块中的一种或几种组成。原理一般为单色光经标本吸收后通过光电检测器将光信号转换成电信号，由数据处理系统经过计算得出浓度值。,与适配试剂配合使用，用于人体样本中待测物的定性和/或定量分析。,全自动酶联免疫分析仪，酶联免疫分析仪,Ⅱ
